Date,Open,High,Low,Close,Adj Close,Volume
24/03/2022,1009.72998,1024.48999,988.799988,1013.919983,1013.919983,22973600
25/03/2022,1008,1021.799988,997.320007,1010.640015,1010.640015,20677200
28/03/2022,1065.099976,1097.880005,1053.599976,1091.839966,1091.839966,34168700
29/03/2022,1107.98999,1114.77002,1073.109985,1099.569946,1099.569946,24538300
30/03/2022,1091.170044,1113.949951,1084,1093.98999,1093.98999,19955000
31/03/2022,1094.569946,1103.140015,1076.640015,1077.599976,1077.599976,16330900
01/04/2022,1081.150024,1094.75,1066.640015,1084.589966,1084.589966,18012900
04/04/2022,1089.380005,1149.910034,1072.530029,1145.449951,1145.449951,27345300
05/04/2022,1136.300049,1152.869995,1087.300049,1091.26001,1091.26001,26691700
06/04/2022,1073.469971,1079,1027.699951,1045.76001,1045.76001,29782800
07/04/2022,1052.390015,1076.589966,1021.539978,1057.26001,1057.26001,26482400
08/04/2022,1043.209961,1048.439941,1022.440002,1025.48999,1025.48999,18293300
11/04/2022,980.400024,1008.469971,974.640015,975.929993,975.929993,19785700
12/04/2022,997.640015,1021.190002,976.599976,986.950012,986.950012,21992000
13/04/2022,981.080017,1026.23999,973.099976,1022.369995,1022.369995,18373700
14/04/2022,999.289978,1012.710022,982.190002,985,985,19444000
18/04/2022,989.030029,1014.919983,973.409973,1004.289978,1004.289978,17238400
19/04/2022,1005.059998,1034.939941,995.330017,1028.150024,1028.150024,16615900
20/04/2022,1030,1034,975.25,977.200012,977.200012,23570400
21/04/2022,1074.72998,1092.219971,996.419983,1008.780029,1008.780029,35138800
22/04/2022,1014.909973,1034.849976,994,1005.049988,1005.049988,23181600
25/04/2022,978.969971,1008.619995,975.299988,998.02002,998.02002,22780400
26/04/2022,995.429993,1000,875,876.419983,876.419983,45377900
27/04/2022,898.580017,918,877.359985,881.51001,881.51001,25652100
28/04/2022,899.97998,900,821.700012,877.51001,877.51001,41649500
